0,1,2,3,4,5,6,7
2790697,1122.9,512.0,34.3,1108.4,512.0,36.9,8.0
2790699,1123.1,512.0,34.3,1107.4,512.0,36.9,8.0
2790701,1125.6,512.0,34.3,1106.5,512.0,36.9,8.0
2790703,1127.5,512.0,34.3,1104.6,512.0,36.9,8.0
2790705,1126.0,512.0,34.3,1104.6,512.0,36.9,8.0
2790707,1118.9,512.0,34.3,1105.2,512.0,36.9,8.0
2790709,1117.3,512.0,34.3,1106.7,512.0,37.0,8.0
2790711,1125.3,512.0,34.3,1108.8,512.0,36.9,8.0
2790713,1136.7,512.0,34.3,1114.0,512.0,36.9,8.0
2790715,1148.8,512.0,34.3,1122.2,512.0,36.9,8.0
2790717,1170.2,512.0,34.3,1134.2,512.0,36.9,8.0
2790719,1192.0,512.0,34.4,1150.8,512.0,36.9,8.0
2790721,1212.3,512.0,34.4,1169.0,512.0,36.9,8.0
2790723,1230.4,512.0,34.5,1182.2,512.0,36.9,8.0
2790725,1237.0,512.0,34.6,1192.0,512.0,37.0,8.0
2790727,1237.5,512.0,34.7,1197.4,512.0,37.0,8.0
2790729,1232.7,512.0,34.7,1196.8,512.0,37.0,8.0
2790731,1224.1,512.0,34.7,1194.9,512.0,36.9,8.0
2790733,1216.5,512.0,34.7,1191.4,512.0,36.9,8.0
2790735,1213.4,512.0,34.6,1190.8,512.0,36.9,8.0
2790737,1213.0,512.0,34.4,1190.9,512.0,36.8,8.0
2790739,1209.7,512.0,34.5,1188.3,512.0,36.8,8.0
2790741,1208.0,512.0,34.6,1187.4,512.0,36.8,8.0
2790743,1208.2,512.0,34.5,1189.8,512.0,36.8,8.0
2790745,1207.2,512.0,34.3,1190.3,512.0,36.8,8.0
2790747,1206.1,512.0,34.4,1189.8,512.0,36.8,8.0
2790749,1207.1,512.0,34.6,1188.9,512.0,36.8,8.0
2790751,1206.7,512.0,34.7,1188.1,512.0,36.8,8.0
2790753,1210.5,512.0,34.5,1189.3,512.0,36.8,8.0
2790755,1214.0,512.0,34.4,1189.7,512.0,36.8,8.0
2790757,1212.4,512.0,34.4,1188.8,512.0,36.8,8.0
2790759,1209.8,512.0,34.5,1188.2,512.0,36.8,8.0
2790761,1209.8,512.0,34.6,1188.1,512.0,36.8,8.0
2790763,1209.4,512.0,34.4,1187.6,512.0,36.7,8.0
2790765,1210.2,512.0,34.5,1187.9,512.0,36.8,8.0
2790767,1210.8,512.0,34.7,1188.2,512.0,36.8,8.0
2790769,1210.8,512.0,34.6,1187.8,512.0,36.8,8.0
2790771,1210.1,512.0,34.4,1188.0,512.0,36.8,8.0
2790773,1211.4,512.0,34.4,1188.5,512.0,36.7,8.0
2790775,1212.5,512.0,34.4,1188.4,512.0,36.7,8.0
2790777,1209.1,512.0,34.6,1188.1,512.0,36.7,8.0
2790779,1208.6,512.0,34.5,1187.7,512.0,36.8,8.0
2790781,1211.6,512.0,34.5,1187.6,512.0,36.8,8.0
2790783,1211.5,512.0,34.5,1188.9,512.0,36.9,8.0
2790785,1212.6,512.0,34.3,1187.7,512.0,36.8,8.0
2790787,1212.7,512.0,34.3,1187.7,512.0,36.8,8.0
2790789,1212.2,512.0,34.4,1187.5,512.0,36.8,8.0
2790791,1213.0,512.0,34.5,1187.4,512.0,36.8,8.0
2790793,1212.2,512.0,34.5,1187.6,512.0,36.8,8.0
2790795,1209.6,512.0,34.4,1187.3,512.0,36.8,8.0
2790797,1211.3,512.0,34.4,1186.9,512.0,36.9,8.0
2790799,1211.8,512.0,34.3,1186.2,512.0,36.8,8.0
2790801,1210.8,512.0,34.3,1187.5,512.0,36.8,8.0
2790803,1209.8,512.0,34.4,1189.0,512.0,36.8,8.0
2790805,1210.8,512.0,34.4,1189.8,512.0,36.8,8.0
2790807,1211.8,512.0,34.4,1190.8,512.0,36.8,8.0
2790809,1210.9,512.0,34.5,1190.2,512.0,36.8,8.0
2790811,1210.8,512.0,34.5,1188.4,512.0,36.8,8.0
2790813,1211.7,512.0,34.4,1186.5,512.0,36.8,8.0
2790815,1212.3,512.0,34.2,1186.3,512.0,36.7,8.0
2790817,1212.1,512.0,34.2,1187.8,512.0,36.7,8.0
2790819,1211.2,512.0,34.3,1188.3,512.0,36.7,8.0
2790821,1212.3,512.0,34.3,1191.4,512.0,36.7,8.0
2790823,1213.1,512.0,34.3,1193.6,512.0,36.7,8.0
2790825,1207.3,512.0,34.3,1194.2,512.0,36.7,8.0
2790827,1203.0,512.0,34.2,1194.7,512.0,36.6,8.0
2790829,1206.4,512.0,34.1,1194.1,512.0,36.6,8.0
2790831,1208.9,512.0,34.1,1192.0,512.0,36.7,8.0
2790833,1210.9,512.0,34.2,1190.6,512.0,36.7,8.0
2790835,1212.1,512.0,34.1,1190.2,512.0,36.7,8.0
2790837,1212.1,512.0,34.0,1191.5,512.0,36.6,8.0
2790839,1210.8,512.0,34.0,1191.7,512.0,36.5,8.0
2790841,1208.9,512.0,34.0,1192.1,512.0,36.6,8.0
2790843,1212.3,512.0,34.0,1192.3,512.0,36.6,8.0
2790845,1213.0,512.0,33.9,1193.4,512.0,36.7,8.0
2790847,1212.1,512.0,34.1,1193.6,512.0,36.6,8.0
2790849,1212.2,512.0,34.2,1192.8,512.0,36.6,8.0
2790851,1211.6,512.0,34.2,1191.1,512.0,36.6,8.0
2790853,1210.5,512.0,34.1,1191.1,512.0,36.7,8.0
2790855,1210.7,512.0,34.1,1191.6,512.0,36.8,8.0
2790857,1211.2,512.0,34.0,1190.6,512.0,36.7,8.0
2790859,1213.0,512.0,33.8,1190.7,512.0,36.6,8.0
2790861,1213.3,512.0,33.9,1190.9,512.0,36.7,8.0
2790863,1212.4,512.0,34.0,1192.9,512.0,36.7,8.0
2790865,1211.7,512.0,34.2,1193.8,512.0,36.7,8.0
2790867,1211.0,512.0,34.2,1192.2,512.0,36.7,8.0
2790869,1212.2,512.0,34.2,1192.8,512.0,36.6,8.0
2790871,1211.9,512.0,34.2,1192.9,512.0,36.7,8.0
2790873,1210.6,512.0,34.1,1192.4,512.0,36.7,8.0
2790875,1210.6,512.0,34.3,1191.5,512.0,36.7,8.0
2790877,1210.1,512.0,34.2,1190.5,512.0,36.7,8.0
2790879,1210.2,512.0,33.9,1193.0,512.0,36.6,8.0
2790881,1209.3,512.0,34.0,1194.6,512.0,36.6,8.0
2790883,1209.4,512.0,33.9,1193.5,512.0,36.6,8.0
2790885,1208.1,512.0,33.9,1192.8,512.0,36.6,8.0
2790887,1209.6,512.0,34.0,1191.2,512.0,36.6,8.0
2790889,1210.8,512.0,34.1,1191.1,512.0,36.6,8.0
2790891,1210.8,512.0,34.1,1192.3,512.0,36.6,8.0
2790893,1210.6,512.0,34.0,1192.0,512.0,36.6,8.0
2790895,1209.7,512.0,34.2,1190.4,512.0,36.6,8.0
2790897,1209.3,512.0,34.2,1189.7,512.0,36.7,8.0
2790899,1210.0,512.0,34.2,1189.2,512.0,36.7,8.0
2790901,1209.6,512.0,34.1,1189.2,512.0,36.7,8.0
2790903,1210.8,512.0,34.0,1189.4,512.0,36.7,8.0
2790905,1212.7,512.0,33.9,1189.4,512.0,36.7,8.0
2790907,1213.8,512.0,33.8,1189.7,512.0,36.7,8.0
2790909,1212.5,512.0,34.0,1191.9,512.0,36.7,8.0
