msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_fixations_count,center_fixations_duration,center_fixations_avg_duration,center_fixations_median_duration,total_duration,center_fixations_percentage,blinks_percentage
0,21,231522.0,11024.857142857143,146.0,14,540.0,38.57142857142857,4.0,239614.0,6.673257538309442,96.62290183378268
1,22,10458.0,475.3636363636364,220.0,37,8166.0,220.7027027027027,26.0,31022.0,39.710173118070415,33.71155953839211
2,81,14414.0,177.9506172839506,130.0,230,66094.0,287.3652173913043,24.0,187564.0,38.171527577245165,7.684843573393615
3,0,0,-1,-1,0,0,-1,-1,1002.0,0.0,0.0
