msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_fixations_count,center_fixations_duration,center_fixations_avg_duration,center_fixations_median_duration,total_duration,center_fixations_percentage,blinks_percentage
0,44,162386.0,3690.590909090909,126.0,45,23520.0,522.6666666666666,514.0,191414.0,81.02521703183133,84.8349650495784
1,67,12018.0,179.37313432835822,114.0,49,16962.0,346.16326530612247,300.0,63660.0,32.845358429185545,18.87841658812441
2,76,20880.0,274.7368421052632,140.0,68,38306.0,563.3235294117648,534.0,67654.0,81.89592508658656,30.86292015254087
3,1,98.0,98.0,98.0,2,900.0,450.0,524.0,1002.0,99.5575221238938,9.780439121756487
