msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_fixations_count,center_fixations_duration,center_fixations_avg_duration,center_fixations_median_duration,total_duration,center_fixations_percentage,blinks_percentage
0,65,6100.0,93.84615384615384,98.0,71,36430.0,513.0985915492957,502.0,291502.0,12.764451545539274,2.0926099992452882
1,163,14694.0,90.14723926380368,78.0,166,60732.0,365.855421686747,334.0,86416.0,84.67694710130783,17.003795593408626
2,92,8150.0,88.58695652173913,88.0,118,59770.0,506.52542372881356,428.0,74380.0,90.24611203382153,10.957246571659047
3,2,128.0,64.0,74.0,3,810.0,270.0,308.0,1002.0,92.67734553775743,12.77445109780439
