0,1,2,3,4,5,6,7
3430505,993.8,512.0,29.7,1050.4,512.0,31.3,0.0
3430507,992.9,512.0,29.7,1048.3,512.0,31.3,0.0
3430509,992.0,512.0,29.8,1045.3,512.0,31.3,0.0
3430511,993.3,512.0,29.7,1045.0,512.0,31.2,0.0
3430513,994.5,512.0,29.7,1045.3,512.0,31.2,0.0
3430515,993.1,512.0,29.7,1044.8,512.0,31.1,0.0
3430517,993.5,512.0,29.6,1046.2,512.0,31.1,0.0
3430519,993.0,512.0,29.7,1045.1,512.0,31.2,0.0
3430521,990.2,512.0,29.5,1045.0,512.0,31.2,0.0
3430523,992.4,512.0,29.6,1045.1,512.0,31.2,0.0
3430525,995.1,512.0,29.6,1045.7,512.0,31.2,0.0
3430527,993.2,512.0,29.5,1045.2,512.0,31.1,0.0
3430529,993.2,512.0,29.5,1044.0,512.0,31.1,0.0
3430531,992.7,512.0,29.5,1041.9,512.0,31.1,0.0
3430533,989.0,512.0,29.5,1041.1,512.0,31.1,0.0
3430535,989.2,512.0,29.5,1041.6,512.0,31.1,0.0
3430537,992.7,512.0,29.5,1039.8,512.0,31.0,0.0
3430539,991.4,512.0,29.4,1037.5,512.0,31.0,0.0
3430541,992.1,512.0,29.4,1038.5,512.0,31.0,0.0
3430543,992.7,512.0,29.4,1039.8,512.0,31.0,0.0
3430545,993.2,512.0,29.4,1040.1,512.0,31.0,0.0
3430547,994.2,512.0,29.4,1039.1,512.0,31.0,0.0
3430549,993.2,512.0,29.4,1038.9,512.0,30.9,0.0
3430551,993.1,512.0,29.4,1036.0,512.0,30.9,0.0
3430553,994.2,512.0,29.3,1036.3,512.0,30.8,0.0
3430555,993.0,512.0,29.2,1040.0,512.0,30.8,0.0
3430557,990.7,512.0,29.3,1040.5,512.0,30.8,0.0
3430559,993.3,512.0,29.3,1040.8,512.0,30.8,0.0
3430561,994.9,512.0,29.1,1042.8,512.0,30.9,0.0
3430563,994.6,512.0,29.1,1041.5,512.0,30.9,0.0
3430565,993.6,512.0,29.2,1037.9,512.0,30.8,0.0
3430567,993.8,512.0,29.2,1037.6,512.0,30.8,0.0
3430569,994.2,512.0,29.1,1037.7,512.0,30.8,0.0
3430571,994.2,512.0,29.1,1037.7,512.0,30.6,0.0
3430573,993.1,512.0,29.0,1037.5,512.0,30.5,0.0
3430575,992.1,512.0,29.0,1036.7,512.0,30.5,0.0
3430577,993.4,512.0,28.9,1037.0,512.0,30.6,0.0
3430579,995.3,512.0,28.8,1039.3,512.0,30.6,0.0
3430581,996.0,512.0,28.9,1040.2,512.0,30.6,0.0
3430583,996.8,512.0,28.9,1037.4,512.0,30.6,0.0
3430585,997.3,512.0,28.9,1036.9,512.0,30.5,0.0
3430587,998.0,512.0,28.9,1037.9,512.0,30.5,0.0
3430589,993.7,512.0,29.0,1037.9,512.0,30.5,0.0
3430591,993.4,512.0,28.8,1038.1,512.0,30.5,0.0
3430593,995.1,512.0,28.8,1037.6,512.0,30.6,0.0
3430595,995.0,512.0,28.8,1035.9,512.0,30.6,0.0
3430597,993.9,512.0,28.8,1034.7,512.0,30.4,0.0
3430599,993.8,512.0,28.7,1034.7,512.0,30.3,0.0
3430601,993.4,512.0,28.8,1035.8,512.0,30.3,0.0
3430603,993.3,512.0,28.8,1036.2,512.0,30.4,0.0
3430605,994.3,512.0,28.8,1035.0,512.0,30.4,0.0
3430607,995.8,512.0,28.7,1032.7,512.0,30.3,0.0
3430609,994.9,512.0,28.6,1031.9,512.0,30.3,0.0
3430611,994.2,512.0,28.7,1032.8,512.0,30.4,0.0
3430613,994.6,512.0,28.7,1035.4,512.0,30.3,0.0
3430615,996.2,512.0,28.6,1039.6,512.0,30.2,0.0
3430617,995.7,512.0,28.5,1042.6,512.0,30.2,0.0
3430619,993.7,512.0,28.5,1043.1,512.0,30.2,0.0
3430621,994.0,512.0,28.5,1043.0,512.0,30.2,0.0
3430623,994.7,512.0,28.5,1043.4,512.0,30.2,0.0
3430625,993.5,512.0,28.5,1043.2,512.0,30.1,0.0
3430627,994.1,512.0,28.5,1043.3,512.0,30.0,0.0
3430629,995.0,512.0,28.4,1044.0,512.0,30.0,0.0
3430631,991.9,512.0,28.3,1044.1,512.0,30.0,0.0
3430633,989.7,512.0,28.4,1042.7,512.0,30.0,0.0
3430635,991.3,512.0,28.5,1045.8,512.0,30.0,0.0
3430637,991.1,512.0,28.4,1046.1,512.0,29.9,0.0
3430639,990.7,512.0,28.4,1045.3,512.0,29.9,0.0
3430641,992.3,512.0,28.4,1044.9,512.0,29.9,0.0
3430643,993.9,512.0,28.3,1044.6,512.0,29.9,0.0
3430645,992.7,512.0,28.3,1044.7,512.0,29.9,0.0
3430647,989.8,512.0,28.4,1046.7,512.0,29.9,0.0
3430649,988.4,512.0,28.5,1049.0,512.0,29.8,0.0
3430651,988.6,512.0,28.3,1051.7,512.0,29.8,0.0
3430653,989.1,512.0,28.4,1051.1,512.0,29.7,0.0
3430655,990.9,512.0,28.4,1049.4,512.0,29.7,0.0
3430657,991.2,512.0,28.4,1050.7,512.0,29.7,0.0
3430659,991.3,512.0,28.2,1050.8,512.0,29.7,0.0
3430661,991.4,512.0,28.2,1050.2,512.0,29.8,0.0
3430663,991.0,512.0,28.4,1051.1,512.0,29.8,0.0
3430665,990.2,512.0,28.4,1052.1,512.0,29.8,0.0
3430667,991.1,512.0,28.3,1052.1,512.0,29.9,0.0
3430669,993.4,512.0,28.2,1047.8,512.0,29.7,0.0
3430671,992.9,512.0,28.0,1047.8,512.0,29.6,0.0
3430673,994.1,512.0,28.0,1051.3,512.0,29.6,0.0
3430675,994.8,512.0,28.0,1047.8,512.0,29.7,0.0
3430677,994.6,512.0,28.1,1046.1,512.0,29.7,0.0
3430679,992.2,512.0,28.1,1046.0,512.0,29.7,0.0
3430681,989.8,512.0,28.0,1045.5,512.0,29.7,0.0
3430683,990.3,512.0,28.1,1045.4,512.0,29.7,0.0
3430685,992.7,512.0,28.1,1048.5,512.0,29.6,0.0
3430687,990.9,512.0,27.9,1048.8,512.0,29.6,0.0
3430689,989.8,512.0,28.0,1049.5,512.0,29.6,0.0
3430691,992.7,512.0,28.0,1051.9,512.0,29.5,0.0
3430693,988.4,512.0,28.0,1050.1,512.0,29.5,0.0
3430695,985.2,512.0,28.0,1047.9,512.0,29.5,0.0
3430697,991.3,512.0,28.0,1047.6,512.0,29.6,0.0
3430699,992.5,512.0,28.2,1047.8,512.0,29.5,0.0
3430701,989.5,512.0,28.0,1050.9,512.0,29.4,0.0
3430703,989.7,512.0,27.9,1053.0,512.0,29.3,0.0
3430705,991.5,512.0,27.9,1051.6,512.0,29.4,0.0
3430707,991.3,512.0,27.8,1049.7,512.0,29.4,0.0
3430709,992.2,512.0,28.0,1051.8,512.0,29.4,0.0
3430711,992.5,512.0,28.0,1052.8,512.0,29.3,0.0
3430713,993.2,512.0,28.0,1049.3,512.0,29.3,0.0
3430715,995.7,512.0,27.9,1048.0,512.0,29.3,0.0
3430717,996.2,512.0,27.8,1049.1,512.0,29.3,0.0
3430719,996.3,512.0,27.8,1050.2,512.0,29.3,0.0
3430721,996.6,512.0,27.8,1050.4,512.0,29.2,0.0
3430723,999.1,512.0,28.0,1050.3,512.0,29.3,0.0
3430725,997.9,512.0,27.9,1050.5,512.0,29.3,0.0
3430727,993.9,512.0,27.8,1052.0,512.0,29.3,0.0
3430729,994.2,512.0,27.8,1053.2,512.0,29.2,0.0
3430731,993.1,512.0,27.8,1050.2,512.0,29.1,0.0
3430733,991.6,512.0,27.8,1048.6,512.0,29.1,0.0
3430735,989.9,512.0,27.8,1055.8,512.0,29.1,0.0
3430737,989.2,512.0,27.8,1058.6,512.0,29.1,0.0
3430739,996.1,512.0,27.8,1055.4,512.0,29.1,0.0
3430741,998.6,512.0,27.8,1051.6,512.0,29.1,0.0
3430743,998.6,512.0,27.8,1051.3,512.0,29.1,0.0
3430745,999.8,512.0,27.7,1051.0,512.0,29.1,0.0
3430747,1000.6,512.0,27.7,1050.1,512.0,29.1,0.0
3430749,999.7,512.0,27.7,1049.7,512.0,28.9,0.0
3430751,1001.1,512.0,27.7,1050.6,512.0,28.9,0.0
3430753,999.5,512.0,27.7,1050.5,512.0,28.9,0.0
3430755,991.5,512.0,27.6,1050.4,512.0,28.9,0.0
3430757,990.4,512.0,27.8,1050.7,512.0,29.0,0.0
3430759,992.5,512.0,27.8,1050.6,512.0,29.0,0.0
3430761,994.1,512.0,27.7,1050.7,512.0,29.0,0.0
3430763,998.5,512.0,27.7,1052.6,512.0,29.0,0.0
3430765,994.5,512.0,27.6,1051.1,512.0,29.1,0.0
3430767,998.3,512.0,27.6,1048.3,512.0,29.1,0.0
3430769,994.8,512.0,27.5,1048.7,512.0,29.0,0.0
3430771,993.2,512.0,27.5,1048.1,512.0,29.0,0.0
3430773,993.5,512.0,27.7,1048.6,512.0,28.9,0.0
3430775,992.4,512.0,27.7,1051.2,512.0,28.9,0.0
3430777,993.0,512.0,27.7,1048.4,512.0,28.8,0.0
3430779,994.0,512.0,27.6,1045.3,512.0,28.8,0.0
3430781,996.2,512.0,27.6,1045.0,512.0,28.8,0.0
3430783,997.4,512.0,27.6,1045.1,512.0,28.8,0.0
3430785,995.9,512.0,27.6,1046.1,512.0,28.8,0.0
3430787,995.6,512.0,27.6,1046.0,512.0,28.8,0.0
3430789,996.3,512.0,27.6,1047.1,512.0,28.8,0.0
3430791,994.9,512.0,27.6,1047.5,512.0,28.8,0.0
3430793,997.2,512.0,27.7,1047.8,512.0,28.8,0.0
3430795,998.3,512.0,27.8,1047.3,512.0,29.0,0.0
3430797,999.4,512.0,27.7,1046.6,512.0,28.9,0.0
3430799,995.4,512.0,27.5,1049.3,512.0,28.7,0.0
3430801,993.1,512.0,27.6,1051.1,512.0,28.7,0.0
3430803,993.6,512.0,27.6,1052.4,512.0,28.8,0.0
3430805,993.7,512.0,27.6,1052.3,512.0,28.8,0.0
3430807,992.9,512.0,27.7,1051.5,512.0,28.8,0.0
3430809,991.8,512.0,27.7,1051.0,512.0,28.8,0.0
3430811,992.3,512.0,27.7,1051.1,512.0,28.9,0.0
3430813,991.3,512.0,27.6,1052.7,512.0,28.9,0.0
3430815,990.3,512.0,27.6,1054.7,512.0,28.8,0.0
3430817,986.9,512.0,27.7,1053.8,512.0,28.8,0.0
3430819,986.6,512.0,27.8,1052.0,512.0,28.7,0.0
3430821,992.3,512.0,27.7,1050.7,512.0,28.8,0.0
3430823,992.9,512.0,27.7,1047.7,512.0,28.9,0.0
3430825,993.3,512.0,27.7,1042.1,512.0,28.9,0.0
3430827,994.8,512.0,27.7,1041.8,512.0,28.8,0.0
3430829,996.4,512.0,27.5,1045.3,512.0,28.7,0.0
3430831,995.5,512.0,27.4,1047.8,512.0,28.7,0.0
3430833,990.5,512.0,27.6,1048.2,512.0,28.7,0.0
3430835,989.5,512.0,27.6,1049.3,512.0,28.8,0.0
3430837,998.6,512.0,27.5,1049.1,512.0,28.7,0.0
3430839,995.9,512.0,27.4,1044.7,512.0,28.7,0.0
3430841,990.6,512.0,27.4,1044.9,512.0,28.6,0.0
3430843,991.2,512.0,27.4,1046.9,512.0,28.6,0.0
3430845,991.1,512.0,27.5,1045.2,512.0,28.8,0.0
3430847,991.2,512.0,27.5,1044.2,512.0,28.8,0.0
3430849,992.3,512.0,27.5,1043.5,512.0,28.8,0.0
3430851,993.2,512.0,27.4,1045.5,512.0,28.7,0.0
3430853,992.1,512.0,27.5,1047.6,512.0,28.7,0.0
3430855,991.4,512.0,27.6,1047.3,512.0,28.7,0.0
3430857,991.2,512.0,27.7,1047.4,512.0,28.6,0.0
3430859,991.9,512.0,27.5,1046.2,512.0,28.7,0.0
3430861,994.5,512.0,27.4,1046.0,512.0,28.8,0.0
3430863,992.8,512.0,27.4,1046.8,512.0,28.7,0.0
3430865,991.2,512.0,27.4,1048.5,512.0,28.7,0.0
3430867,993.3,512.0,27.4,1048.3,512.0,28.7,0.0
3430869,991.9,512.0,27.5,1047.2,512.0,28.6,0.0
3430871,991.9,512.0,27.4,1046.4,512.0,28.5,0.0
3430873,990.2,512.0,27.4,1046.4,512.0,28.5,0.0
3430875,991.1,512.0,27.5,1045.1,512.0,28.5,0.0
3430877,990.8,512.0,27.5,1045.1,512.0,28.5,0.0
3430879,987.3,512.0,27.4,1045.1,512.0,28.5,0.0
3430881,988.2,512.0,27.4,1042.3,512.0,28.5,0.0
3430883,990.1,512.0,27.4,1042.1,512.0,28.6,0.0
3430885,991.3,512.0,27.3,1042.9,512.0,28.6,0.0
3430887,991.8,512.0,27.4,1041.5,512.0,28.6,0.0
3430889,992.2,512.0,27.5,1041.1,512.0,28.7,0.0
3430891,992.7,512.0,27.4,1042.8,512.0,28.7,0.0
3430893,990.9,512.0,27.2,1045.6,512.0,28.6,0.0
3430895,989.3,512.0,27.3,1045.2,512.0,28.6,0.0
3430897,991.5,512.0,27.4,1043.2,512.0,28.7,0.0
3430899,991.6,512.0,27.3,1041.8,512.0,28.7,0.0
3430901,990.3,512.0,27.4,1041.6,512.0,28.7,0.0
3430903,988.3,512.0,27.5,1042.7,512.0,28.7,0.0
3430905,990.2,512.0,27.5,1039.8,512.0,28.6,0.0
3430907,991.1,512.0,27.4,1040.4,512.0,28.6,0.0
3430909,993.1,512.0,27.3,1044.1,512.0,28.5,0.0
3430911,993.5,512.0,27.3,1044.5,512.0,28.6,0.0
3430913,990.0,512.0,27.3,1044.1,512.0,28.5,0.0
3430915,986.1,512.0,27.3,1043.8,512.0,28.5,0.0
3430917,984.6,512.0,27.4,1044.2,512.0,28.5,0.0
3430919,984.1,512.0,27.4,1043.4,512.0,28.6,0.0
3430921,985.0,512.0,27.4,1042.6,512.0,28.6,0.0
3430923,985.8,512.0,27.4,1042.3,512.0,28.6,0.0
3430925,986.6,512.0,27.4,1043.1,512.0,28.6,0.0
3430927,987.3,512.0,27.4,1044.0,512.0,28.6,0.0
3430929,986.4,512.0,27.3,1044.0,512.0,28.6,0.0
3430931,987.0,512.0,27.2,1045.2,512.0,28.5,0.0
3430933,987.6,512.0,27.3,1045.1,512.0,28.5,0.0
3430935,987.0,512.0,27.3,1043.7,512.0,28.4,0.0
3430937,990.9,512.0,27.3,1042.5,512.0,28.4,0.0
3430939,995.3,512.0,27.3,1040.9,512.0,28.5,0.0
3430941,995.9,512.0,27.3,1039.8,512.0,28.6,0.0
3430943,996.4,512.0,27.3,1039.1,512.0,28.6,0.0
3430945,993.2,512.0,27.3,1038.6,512.0,28.7,0.0
3430947,990.4,512.0,27.4,1041.0,512.0,28.8,0.0
3430949,989.0,512.0,27.5,1042.3,512.0,28.8,0.0
3430951,990.4,512.0,27.5,1041.7,512.0,28.7,0.0
3430953,994.0,512.0,27.5,1039.6,512.0,28.7,0.0
3430955,995.0,512.0,27.4,1039.4,512.0,28.8,0.0
3430957,994.2,512.0,27.3,1042.8,512.0,28.7,0.0
3430959,994.4,512.0,27.4,1040.4,512.0,28.7,0.0
3430961,994.4,512.0,27.4,1039.0,512.0,28.6,0.0
3430963,990.4,512.0,27.4,1040.4,512.0,28.6,0.0
3430965,987.3,512.0,27.4,1041.6,512.0,28.7,0.0
3430967,990.3,512.0,27.4,1041.6,512.0,28.7,0.0
3430969,991.9,512.0,27.3,1041.1,512.0,28.7,0.0
3430971,988.9,512.0,27.3,1040.7,512.0,28.6,0.0
3430973,990.7,512.0,27.3,1039.5,512.0,28.6,0.0
3430975,994.9,512.0,27.3,1040.4,512.0,28.7,0.0
3430977,996.6,512.0,27.3,1040.6,512.0,28.6,0.0
3430979,995.4,512.0,27.2,1040.7,512.0,28.6,0.0
3430981,991.0,512.0,27.3,1040.2,512.0,28.6,0.0
3430983,987.9,512.0,27.3,1039.8,512.0,28.6,0.0
3430985,988.1,512.0,27.3,1043.3,512.0,28.6,0.0
3430987,987.8,512.0,27.4,1044.7,512.0,28.7,0.0
3430989,987.3,512.0,27.5,1044.3,512.0,28.7,0.0
3430991,988.2,512.0,27.4,1041.8,512.0,28.7,0.0
3430993,989.8,512.0,27.4,1039.6,512.0,28.7,0.0
3430995,990.2,512.0,27.4,1041.1,512.0,28.7,0.0
3430997,989.1,512.0,27.4,1045.4,512.0,28.7,0.0
3430999,988.2,512.0,27.4,1044.2,512.0,28.7,0.0
3431001,987.9,512.0,27.4,1040.6,512.0,28.8,0.0
3431003,986.7,512.0,27.5,1041.3,512.0,28.8,0.0
3431005,987.0,512.0,27.5,1042.8,512.0,28.8,0.0
3431007,987.2,512.0,27.6,1044.4,512.0,28.8,0.0
3431009,987.1,512.0,27.7,1046.3,512.0,28.7,0.0
3431011,988.1,512.0,27.6,1046.3,512.0,28.6,0.0
3431013,987.5,512.0,27.4,1043.5,512.0,28.7,0.0
3431015,987.4,512.0,27.4,1043.6,512.0,28.7,0.0
3431017,986.5,512.0,27.4,1044.7,512.0,28.7,0.0
3431019,989.4,512.0,27.4,1043.6,512.0,28.7,0.0
3431021,987.3,512.0,27.4,1042.9,512.0,28.7,0.0
3431023,986.6,512.0,27.4,1043.9,512.0,28.7,0.0
3431025,986.8,512.0,27.4,1044.1,512.0,28.7,0.0
3431027,987.2,512.0,27.4,1043.7,512.0,28.7,0.0
3431029,986.5,512.0,27.5,1044.7,512.0,28.7,0.0
3431031,986.3,512.0,27.4,1046.0,512.0,28.8,0.0
3431033,987.9,512.0,27.4,1047.8,512.0,28.8,0.0
3431035,988.3,512.0,27.4,1049.4,512.0,28.8,0.0
3431037,989.0,512.0,27.5,1048.5,512.0,28.7,0.0
3431039,990.2,512.0,27.5,1048.4,512.0,28.7,0.0
3431041,991.5,512.0,27.5,1049.0,512.0,28.8,0.0
3431043,992.7,512.0,27.5,1048.6,512.0,28.7,0.0
3431045,993.1,512.0,27.5,1047.9,512.0,28.7,0.0
3431047,992.9,512.0,27.5,1048.6,512.0,28.8,0.0
3431049,990.3,512.0,27.5,1049.9,512.0,28.9,0.0
3431051,986.7,512.0,27.5,1048.9,512.0,28.8,0.0
3431053,985.8,512.0,27.5,1048.9,512.0,28.9,0.0
3431055,990.1,512.0,27.4,1050.2,512.0,28.8,0.0
3431057,991.9,512.0,27.4,1052.0,512.0,28.9,0.0
3431059,992.1,512.0,27.6,1052.8,512.0,28.9,0.0
3431061,996.3,512.0,27.6,1052.4,512.0,28.9,0.0
3431063,996.5,512.0,27.7,1052.8,512.0,28.9,0.0
3431065,992.1,512.0,27.6,1050.6,512.0,28.9,0.0
3431067,991.2,512.0,27.5,1051.4,512.0,28.9,0.0
3431069,997.7,512.0,27.6,1053.6,512.0,29.0,0.0
3431071,996.8,512.0,27.7,1051.8,512.0,29.0,0.0
3431073,996.3,512.0,27.6,1049.5,512.0,29.0,0.0
3431075,995.2,512.0,27.5,1050.1,512.0,29.1,0.0
3431077,993.3,512.0,27.6,1049.3,512.0,29.1,0.0
3431079,993.4,512.0,27.7,1048.9,512.0,29.2,0.0
3431081,992.4,512.0,27.7,1048.6,512.0,29.1,0.0
3431083,992.5,512.0,27.7,1050.7,512.0,29.1,0.0
3431085,992.6,512.0,27.8,1050.7,512.0,29.1,0.0
3431087,989.2,512.0,27.8,1048.7,512.0,29.2,0.0
3431089,987.6,512.0,27.7,1048.9,512.0,29.2,0.0
3431091,990.2,512.0,27.7,1051.0,512.0,29.1,0.0
3431093,991.1,512.0,27.7,1051.2,512.0,29.1,0.0
3431095,990.9,512.0,27.7,1053.7,512.0,29.0,0.0
3431097,991.8,512.0,27.7,1055.3,512.0,29.0,0.0
3431099,992.6,512.0,27.7,1054.3,512.0,29.0,0.0
3431101,994.4,512.0,27.7,1050.9,512.0,29.0,0.0
3431103,995.3,512.0,27.7,1053.1,512.0,29.1,0.0
3431105,992.9,512.0,27.8,1054.0,512.0,29.1,0.0
3431107,992.3,512.0,27.8,1055.1,512.0,29.2,0.0
3431109,993.3,512.0,27.7,1056.2,512.0,29.2,0.0
3431111,996.0,512.0,27.7,1054.6,512.0,29.2,0.0
3431113,996.8,512.0,27.8,1053.2,512.0,29.2,0.0
