msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_fixations_count,center_fixations_duration,center_fixations_avg_duration,center_fixations_median_duration,total_duration,center_fixations_percentage,blinks_percentage
0,11,908.0,82.54545454545455,86.0,28,20026.0,715.2142857142857,20.0,109114.0,18.50729164741327,0.8321571933940649
1,56,3730.0,66.60714285714286,64.0,132,56752.0,429.93939393939394,360.0,81520.0,72.95539272400052,4.575564278704612
2,31,3008.0,97.03225806451613,90.0,76,61932.0,814.8947368421053,104.0,68766.0,94.18169652361689,4.374254718901783
3,1,44.0,44.0,44.0,2,940.0,470.0,940.0,1002.0,98.12108559498957,4.39121756487026
