0,1,2,3,4,5,6,7
14159500,.,.,0.0,.,.,0.0,4.0
14159502,.,.,0.0,.,.,0.0,4.0
14159504,.,.,0.0,.,.,0.0,4.0
14159506,.,.,0.0,.,.,0.0,4.0
14159508,.,.,0.0,.,.,0.0,4.0
14159510,.,.,0.0,.,.,0.0,4.0
14159512,.,.,0.0,.,.,0.0,4.0
14159514,.,.,0.0,.,.,0.0,4.0
14159516,.,.,0.0,.,.,0.0,4.0
14159518,.,.,0.0,.,.,0.0,4.0
14159520,.,.,0.0,.,.,0.0,4.0
14159522,.,.,0.0,.,.,0.0,4.0
14159524,.,.,0.0,.,.,0.0,4.0
14159526,.,.,0.0,.,.,0.0,4.0
14159528,.,.,0.0,.,.,0.0,4.0
14159530,.,.,0.0,.,.,0.0,4.0
14159532,.,.,0.0,.,.,0.0,4.0
14159534,.,.,0.0,.,.,0.0,4.0
14159536,.,.,0.0,.,.,0.0,4.0
14159538,.,.,0.0,.,.,0.0,4.0
14159540,.,.,0.0,.,.,0.0,4.0
14159542,.,.,0.0,.,.,0.0,4.0
14159544,.,.,0.0,.,.,0.0,4.0
14159546,.,.,0.0,.,.,0.0,4.0
14159548,.,.,0.0,.,.,0.0,4.0
14159550,.,.,0.0,.,.,0.0,4.0
14159552,.,.,0.0,.,.,0.0,4.0
14159554,.,.,0.0,.,.,0.0,4.0
14159556,.,.,0.0,.,.,0.0,4.0
14159558,.,.,0.0,.,.,0.0,4.0
14159560,.,.,0.0,.,.,0.0,4.0
14159562,.,.,0.0,.,.,0.0,4.0
14159564,.,.,0.0,.,.,0.0,4.0
14159566,.,.,0.0,.,.,0.0,4.0
14159568,.,.,0.0,.,.,0.0,4.0
14159570,.,.,0.0,.,.,0.0,4.0
14159572,.,.,0.0,.,.,0.0,4.0
14159574,.,.,0.0,.,.,0.0,4.0
14159576,.,.,0.0,.,.,0.0,4.0
14159578,.,.,0.0,.,.,0.0,4.0
14159580,.,.,0.0,.,.,0.0,4.0
14159582,.,.,0.0,.,.,0.0,4.0
14159584,.,.,0.0,.,.,0.0,4.0
14159586,.,.,0.0,.,.,0.0,4.0
14159588,.,.,0.0,.,.,0.0,4.0
14159590,.,.,0.0,.,.,0.0,4.0
14159592,.,.,0.0,.,.,0.0,4.0
14159594,.,.,0.0,.,.,0.0,4.0
14159596,.,.,0.0,.,.,0.0,4.0
14159598,.,.,0.0,.,.,0.0,4.0
14159600,.,.,0.0,.,.,0.0,4.0
14159602,.,.,0.0,.,.,0.0,4.0
14159604,.,.,0.0,.,.,0.0,4.0
14159606,.,.,0.0,.,.,0.0,4.0
14159608,.,.,0.0,.,.,0.0,4.0
14159610,.,.,0.0,.,.,0.0,4.0
14159612,.,.,0.0,.,.,0.0,4.0
14159614,.,.,0.0,.,.,0.0,4.0
14159616,.,.,0.0,.,.,0.0,4.0
14159618,.,.,0.0,.,.,0.0,4.0
14159620,.,.,0.0,.,.,0.0,4.0
14159622,.,.,0.0,.,.,0.0,4.0
14159624,.,.,0.0,.,.,0.0,4.0
14159626,.,.,0.0,.,.,0.0,4.0
14159628,.,.,0.0,.,.,0.0,4.0
14159630,.,.,0.0,.,.,0.0,4.0
14159632,.,.,0.0,.,.,0.0,4.0
14159634,.,.,0.0,.,.,0.0,4.0
14159636,.,.,0.0,.,.,0.0,4.0
14159638,.,.,0.0,.,.,0.0,4.0
14159640,.,.,0.0,.,.,0.0,4.0
14159642,1293.1,512.0,538.0,.,.,0.0,4.0
14159644,655.0,512.0,559.0,.,.,0.0,4.0
14159646,670.5,512.0,615.0,.,.,0.0,4.0
14159648,690.0,512.0,671.0,.,.,0.0,4.0
14159650,708.6,512.0,725.0,1039.1,512.0,944.0,4.0
14159652,726.4,512.0,771.0,383.4,512.0,948.0,4.0
14159654,738.5,512.0,818.0,361.9,512.0,980.0,4.0
14159656,750.0,512.0,859.0,341.7,512.0,1011.0,4.0
14159658,762.8,512.0,898.0,400.5,512.0,1044.0,4.0
14159660,776.5,512.0,933.0,646.2,512.0,1035.0,4.0
14159662,786.2,512.0,967.0,714.4,512.0,1052.0,4.0
14159664,794.5,512.0,993.0,519.2,512.0,1123.0,4.0
14159666,807.3,512.0,1017.0,530.2,512.0,1156.0,4.0
14159668,815.2,512.0,1042.0,677.2,512.0,1161.0,4.0
14159670,819.5,512.0,1068.0,468.8,512.0,1225.0,4.0
