msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_fixations_count,center_fixations_duration,center_fixations_avg_duration,center_fixations_median_duration,total_duration,center_fixations_percentage,blinks_percentage
0,9,1244.0,138.22222222222223,126.0,67,5136.0,76.65671641791045,8.0,111351.0,4.664553570617672,1.1171879911271565
1,40,20530.0,513.25,192.0,73,8178.0,112.02739726027397,6.0,67592.0,17.37707704729931,30.373416972422774
2,26,4264.0,164.0,142.0,173,19176.0,110.84393063583815,6.0,71750.0,28.41478232522301,5.942857142857143
3,0,0,-1,-1,6,592.0,98.66666666666667,32.0,1004.0,58.964143426294825,0.0
