msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_dwell_count,center_dwell_duration,center_dwell_avg_duration,center_dwell_median_duration,dispersion_fixations_count,dispersion_fixations_duration,dispersion_fixations_avg_duration,dispersion_fixations_median_duration,center_dispersion_fixations_count,center_dispersion_fixations_duration,center_dispersion_fixations_avg_duration,center_dispersion_fixations_median_duration,saccades_count,saccades_avg_velocity,saccades_median_velocity,total_duration,center_dwell_percentage,dispersion_fixations_percentage,center_dispersion_fixations_percentage,blinks_percentage
0,18,3490.0,193.88888888888889,158.0,42,24016.0,571.8095238095239,228.0,53,33448.0,631.0943396226415,422.0,27,23396.0,866.5185185185185,678.0,133,1846.0929488227619,1288.4615384615386,90802.0,27.505955653289355,38.30859446582372,26.79585853032802,3.8435276756018593
1,51,24538.0,481.1372549019608,160.0,30,10586.0,352.8666666666667,344.0,196,66256.0,338.0408163265306,276.0,25,9308.0,372.32,346.0,421,3244.3795501251375,2203.1250000000073,97466.0,14.51568670469504,90.85125054848618,12.763273365511187,25.175958795887798
2,55,11098.0,201.78181818181818,168.0,110,60000.0,545.4545454545455,314.0,154,88838.0,576.8701298701299,410.0,81,55636.0,686.8641975308642,544.0,420,2096.239169105197,1416.666666666662,102468.0,65.66706796541536,97.22884973185947,60.89088322206413,10.830698364367413
3,2,842.0,421.0,704.0,3,154.0,51.333333333333336,58.0,0,0,-1,-1,0,0,-1,-1,1,202.7027027027027,202.7027027027027,1004.0,95.06172839506173,0.0,0.0,83.86454183266933
