msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_dwell_count,center_dwell_duration,center_dwell_avg_duration,center_dwell_median_duration,dispersion_fixations_count,dispersion_fixations_duration,dispersion_fixations_avg_duration,dispersion_fixations_median_duration,center_dispersion_fixations_count,center_dispersion_fixations_duration,center_dispersion_fixations_avg_duration,center_dispersion_fixations_median_duration,saccades_count,saccades_avg_velocity,saccades_median_velocity,total_duration,center_dwell_percentage,dispersion_fixations_percentage,center_dispersion_fixations_percentage,blinks_percentage
0,18,1672.0,92.88888888888889,96.0,35,27370.0,782.0,698.0,63,28456.0,451.6825396825397,352.0,53,26228.0,494.8679245283019,412.0,120,2102.648325887601,1210.0000000000023,165202.0,16.736990154711673,17.40108848529322,16.03864734299517,1.012094284572826
1,98,11248.0,114.77551020408163,100.0,158,81670.0,516.8987341772151,478.0,198,84804.0,428.3030303030303,358.0,170,74488.0,438.16470588235296,370.0,296,3481.38701869385,1889.9999999999977,102516.0,89.48371828022965,92.91756146732699,81.61458561598808,10.97194584260018
2,50,6482.0,129.64,116.0,78,60148.0,771.1282051282051,742.0,103,66326.0,643.9417475728155,586.0,88,58018.0,659.2954545454545,594.0,259,2343.6322386730935,1187.5,75382.0,87.29753265602322,96.26415094339623,84.20609579100146,8.598869756705845
3,1,230.0,230.0,230.0,2,748.0,374.0,676.0,2,648.0,324.0,334.0,2,648.0,324.0,334.0,3,6214.950284090909,4952.27272727273,1002.0,96.89119170984456,83.93782383419689,83.93782383419689,22.954091816367264
