msg,blinks_count,blinks_total_duration,blinks_avg_duration,blinks_median_duration,center_dwell_count,center_dwell_duration,center_dwell_avg_duration,center_dwell_median_duration,dispersion_fixations_count,dispersion_fixations_duration,dispersion_fixations_avg_duration,dispersion_fixations_median_duration,center_dispersion_fixations_count,center_dispersion_fixations_duration,center_dispersion_fixations_avg_duration,center_dispersion_fixations_median_duration,saccades_count,saccades_avg_velocity,saccades_median_velocity,total_duration,center_dwell_percentage,dispersion_fixations_percentage,center_dispersion_fixations_percentage,blinks_percentage
0,15,1402.0,93.46666666666667,88.0,91,31918.0,350.74725274725273,80.0,80,66248.0,828.1,310.0,47,57914.0,1232.212765957447,472.0,141,4712.501858443754,2256.818181818181,70724.0,46.04310319956147,95.56562130348229,83.54346383543464,1.9823539392568295
1,59,10326.0,175.01694915254237,98.0,150,32060.0,213.73333333333332,36.0,199,63948.0,321.3467336683417,270.0,75,26906.0,358.74666666666667,288.0,382,6687.824369584111,3569.444444444445,85230.0,42.80145252589982,85.37327779557835,35.920645092384916,12.115452305526222
2,24,2106.0,87.75,90.0,102,60716.0,595.2549019607843,30.0,104,67094.0,645.1346153846154,376.0,75,58246.0,776.6133333333333,528.0,196,5111.056822822704,2910.937499999999,73414.0,85.14612666180513,94.09042463678689,81.68227968811354,2.8686626528999914
3,0,0,-1,-1,4,728.0,182.0,110.0,1,1004.0,1004.0,1004.0,1,1004.0,1004.0,1004.0,3,1195.8333333333446,1112.499999999983,1004.0,72.50996015936255,100.0,100.0,0.0
