0,1,2,3,4,5,6,7
3249160.0,1059.5,512.0,42.9,1068.1,512.0,41.6
3249162.0,1059.3,512.0,42.9,1068.9,512.0,41.5
3249164.0,1058.4,512.0,42.9,1069.2,512.0,41.5
3249166.0,1058.2,512.0,42.9,1069.3,512.0,41.5
3249168.0,1058.5,512.0,42.9,1069.4,512.0,41.5
3249170.0,1061.0,512.0,42.9,1067.8,512.0,41.5
3249172.0,1059.4,512.0,42.9,1066.7,512.0,41.4
3249174.0,1059.4,512.0,42.9,1067.5,512.0,41.4
3249176.0,1062.6,512.0,42.8,1067.6,512.0,41.4
3249178.0,1059.9,512.0,42.8,1067.4,512.0,41.4
3249180.0,1056.6,512.0,42.8,1067.0,512.0,41.4
3249182.0,1057.9,512.0,42.8,1067.7,512.0,41.4
3249184.0,1058.8,512.0,42.8,1070.1,512.0,41.3
3249186.0,1060.2,512.0,42.8,1070.3,512.0,41.3
3249188.0,1059.4,512.0,42.8,1066.5,512.0,41.4
3249190.0,1057.9,512.0,42.8,1066.2,512.0,41.4
3249192.0,1057.7,512.0,42.8,1065.9,512.0,41.4
3249194.0,1057.8,512.0,42.8,1066.4,512.0,41.3
3249196.0,1057.6,512.0,42.8,1066.6,512.0,41.3
3249198.0,1057.1,512.0,42.8,1065.1,512.0,41.3
3249200.0,1057.4,512.0,42.7,1064.1,512.0,41.3
3249202.0,1059.4,512.0,42.7,1065.6,512.0,41.3
3249204.0,1059.5,512.0,42.7,1066.6,512.0,41.2
3249206.0,1058.9,512.0,42.7,1067.4,512.0,41.2
3249208.0,1058.3,512.0,42.7,1067.6,512.0,41.2
3249210.0,1060.8,512.0,42.7,1067.1,512.0,41.2
3249212.0,1062.0,512.0,42.7,1067.1,512.0,41.2
3249214.0,1061.1,512.0,42.7,1067.5,512.0,41.1
3249216.0,1061.8,512.0,42.7,1067.5,512.0,41.1
3249218.0,1062.1,512.0,42.7,1066.8,512.0,41.1
3249220.0,1059.9,512.0,42.6,1065.8,512.0,41.1
3249222.0,1059.0,512.0,42.6,1065.8,512.0,41.2
3249224.0,1058.7,512.0,42.6,1068.6,512.0,41.1
3249226.0,1058.7,512.0,42.6,1068.8,512.0,41.1
3249228.0,1058.2,512.0,42.6,1066.9,512.0,41.1
3249230.0,1057.0,512.0,42.6,1067.1,512.0,41.1
3249232.0,1057.4,512.0,42.6,1069.5,512.0,41.1
3249234.0,1058.2,512.0,42.5,1071.0,512.0,41.1
3249236.0,1058.6,512.0,42.5,1072.3,512.0,41.1
3249238.0,1056.7,512.0,42.6,1072.9,512.0,41.1
3249240.0,1054.4,512.0,42.6,1073.0,512.0,41.1
3249242.0,1053.9,512.0,42.7,1072.8,512.0,41.2
3249244.0,1054.2,512.0,42.8,1072.5,512.0,41.4
3249246.0,1052.8,512.0,42.7,1072.7,512.0,41.5
3249248.0,1051.1,512.0,42.6,1071.4,512.0,41.5
3249250.0,1048.6,512.0,42.6,1069.0,512.0,41.4
3249252.0,1045.9,512.0,42.3,1070.8,512.0,41.2
3249254.0,1024.6,512.0,41.3,1076.9,512.0,40.8
3249256.0,1000.8,512.0,39.6,1095.0,512.0,39.8
3249258.0,995.1,512.0,38.5,1116.0,512.0,38.7
3249260.0,995.9,512.0,37.1,1144.9,512.0,37.4
3249262.0,996.4,512.0,35.4,1166.8,512.0,35.9
3249264.0,1024.0,512.0,33.8,1187.1,512.0,34.7
3249266.0,1092.6,512.0,29.9,1203.4,512.0,33.4
3249268.0,1187.0,512.0,25.8,1215.2,512.0,31.6
3249270.0,1335.6,512.0,24.3,1229.6,512.0,26.8
3249272.0,1516.2,512.0,22.2,1576.5,512.0,22.3
3249274.0,1658.3,512.0,19.8,1921.6,512.0,18.8
3249276.0,1687.1,512.0,18.2,1946.7,512.0,17.9
3249278.0,1665.5,512.0,16.9,1976.2,512.0,17.0
3249280.0,2819.8,512.0,15.1,1981.6,512.0,16.8
3249282.0,.,.,.,.,.,.
3249284.0,.,.,.,.,.,.
3249286.0,.,.,.,.,.,.
3249288.0,.,.,.,.,.,.
3249290.0,.,.,.,.,.,.
3249292.0,.,.,.,.,.,.
3249294.0,.,.,.,.,.,.
3249296.0,.,.,.,.,.,.
3249298.0,.,.,.,.,.,.
3249300.0,.,.,.,.,.,.
3249302.0,.,.,.,.,.,.
3249304.0,.,.,.,.,.,.
3249306.0,.,.,.,1651.9,512.0,31.4
3249308.0,.,.,.,1046.4,512.0,31.4
3249310.0,.,.,.,1059.9,512.0,31.2
3249312.0,.,.,.,1123.2,512.0,30.6
3249314.0,.,.,.,1105.6,512.0,31.6
3249316.0,.,.,.,1058.4,512.0,33.1
3249318.0,.,.,.,1031.3,512.0,32.7
3249320.0,.,.,.,1029.9,512.0,32.6
3249322.0,.,.,.,1003.8,512.0,33.7
3249324.0,.,.,.,972.8,512.0,34.5
3249326.0,.,.,.,940.7,512.0,35.3
3249328.0,.,.,.,908.6,512.0,36.1
3249330.0,.,.,.,903.3,512.0,36.7
3249332.0,.,.,.,904.0,512.0,37.3
3249334.0,.,.,.,899.1,512.0,38.0
3249336.0,.,.,.,891.3,512.0,38.6
3249338.0,.,.,.,888.4,512.0,38.9
3249340.0,.,.,.,886.4,512.0,39.3
3249342.0,.,.,.,873.3,512.0,39.8
3249344.0,.,.,.,866.4,512.0,40.2
3249346.0,.,.,.,858.4,512.0,40.6
3249348.0,.,.,.,847.9,512.0,41.1
3249350.0,.,.,.,842.0,512.0,41.4
3249352.0,.,.,.,836.3,512.0,41.6
3249354.0,2742.6,512.0,44.1,830.1,512.0,41.9
3249356.0,821.4,512.0,44.1,826.7,512.0,42.0
3249358.0,822.4,512.0,44.2,824.0,512.0,42.2
3249360.0,821.9,512.0,44.3,822.7,512.0,42.3
3249362.0,820.3,512.0,44.1,820.7,512.0,42.3
3249364.0,819.0,512.0,44.1,819.6,512.0,42.4
3249366.0,817.8,512.0,44.0,818.6,512.0,42.4
3249368.0,816.9,512.0,44.0,817.5,512.0,42.5
3249370.0,818.9,512.0,44.0,817.9,512.0,42.5
3249372.0,819.4,512.0,44.0,818.6,512.0,42.5
3249374.0,816.8,512.0,44.0,818.3,512.0,42.4
3249376.0,816.2,512.0,44.1,820.3,512.0,42.4
3249378.0,815.0,512.0,44.1,821.9,512.0,42.4
3249380.0,814.7,512.0,44.1,821.7,512.0,42.4
3249382.0,814.4,512.0,44.1,822.6,512.0,42.4
3249384.0,814.5,512.0,44.1,824.5,512.0,42.5
3249386.0,813.8,512.0,44.1,826.4,512.0,42.5
3249388.0,813.1,512.0,44.0,828.6,512.0,42.5
3249390.0,813.2,512.0,44.0,830.6,512.0,42.5
3249392.0,811.8,512.0,44.1,832.3,512.0,42.4
3249394.0,810.3,512.0,44.1,831.2,512.0,42.5
3249396.0,813.5,512.0,44.2,829.5,512.0,42.5
3249398.0,816.2,512.0,44.3,829.2,512.0,42.5
3249400.0,816.0,512.0,44.3,829.6,512.0,42.5
3249402.0,814.1,512.0,44.3,830.1,512.0,42.5
3249404.0,812.0,512.0,44.2,831.4,512.0,42.4
3249406.0,811.3,512.0,44.1,832.8,512.0,42.4
3249408.0,811.1,512.0,44.1,833.8,512.0,42.4
3249410.0,810.1,512.0,44.1,833.4,512.0,42.4
3249412.0,809.7,512.0,44.1,832.4,512.0,42.4
3249414.0,809.5,512.0,44.1,833.8,512.0,42.4
3249416.0,808.3,512.0,44.0,836.3,512.0,42.4
3249418.0,808.3,512.0,44.0,838.1,512.0,42.4
3249420.0,809.8,512.0,43.9,838.0,512.0,42.4
3249422.0,810.3,512.0,43.8,837.9,512.0,42.4
3249424.0,811.4,512.0,43.7,837.7,512.0,42.5
3249426.0,810.5,512.0,43.7,837.9,512.0,42.4
3249428.0,807.6,512.0,43.6,839.4,512.0,42.3
3249430.0,807.3,512.0,43.6,839.7,512.0,42.3
3249432.0,806.8,512.0,43.6,841.0,512.0,42.3
3249434.0,806.5,512.0,43.6,842.3,512.0,42.3
3249436.0,806.9,512.0,43.6,844.1,512.0,42.3
3249438.0,807.1,512.0,43.6,844.7,512.0,42.3
3249440.0,807.7,512.0,43.6,845.2,512.0,42.3
3249442.0,807.1,512.0,43.6,845.7,512.0,42.2
3249444.0,805.8,512.0,43.6,845.1,512.0,42.2
3249446.0,805.3,512.0,43.6,844.0,512.0,42.2
3249448.0,805.3,512.0,43.6,843.2,512.0,42.1
3249450.0,806.5,512.0,43.6,843.3,512.0,42.1
3249452.0,806.5,512.0,43.6,843.3,512.0,42.1
3249454.0,806.5,512.0,43.6,843.6,512.0,42.1
3249456.0,808.1,512.0,43.6,843.8,512.0,42.1
3249458.0,808.8,512.0,43.6,843.8,512.0,42.1
3249460.0,808.8,512.0,43.6,844.6,512.0,42.1
3249462.0,807.4,512.0,43.6,845.1,512.0,42.1
3249464.0,806.4,512.0,43.6,844.4,512.0,42.1
3249466.0,806.3,512.0,43.6,843.3,512.0,42.0
3249468.0,806.6,512.0,43.6,843.4,512.0,42.0
3249470.0,805.9,512.0,43.6,843.6,512.0,42.0
3249472.0,805.2,512.0,43.6,843.0,512.0,42.0
3249474.0,806.7,512.0,43.7,843.0,512.0,42.0
3249476.0,807.3,512.0,43.7,842.6,512.0,42.0
3249478.0,806.5,512.0,43.7,843.3,512.0,42.0
3249480.0,805.7,512.0,43.7,844.1,512.0,42.0
3249482.0,806.1,512.0,43.7,844.7,512.0,42.0
3249484.0,805.6,512.0,43.7,845.1,512.0,42.0
3249486.0,804.1,512.0,43.7,843.8,512.0,42.0
3249488.0,805.2,512.0,43.7,843.5,512.0,42.0
3249490.0,805.8,512.0,43.8,843.6,512.0,42.0
3249492.0,805.7,512.0,43.7,842.8,512.0,42.0
3249494.0,804.6,512.0,43.8,842.0,512.0,42.1
3249496.0,804.8,512.0,43.8,842.2,512.0,42.1
3249498.0,804.1,512.0,43.8,842.3,512.0,42.1
3249500.0,803.0,512.0,43.9,843.4,512.0,42.1
3249502.0,802.9,512.0,43.9,842.5,512.0,42.1
3249504.0,803.6,512.0,43.8,840.5,512.0,42.1
3249506.0,804.0,512.0,43.9,841.5,512.0,42.1
3249508.0,803.5,512.0,43.9,841.2,512.0,42.1
3249510.0,804.7,512.0,43.9,841.3,512.0,42.1
